identificador,captador,fecha_lectura,tipo_polinico,granos_de_polen_x_metro_cubico
4697,GETA,2025-01-20T00:00:00,Sauces,
4698,GETA,2025-01-20T00:00:00,Urticaceae (Ortigas),
4699,GETA,2025-01-21T00:00:00,Abedul,
4700,GETA,2025-01-21T00:00:00,Aligustre,
4701,GETA,2025-01-21T00:00:00,Aliso,
4702,GETA,2025-01-21T00:00:00,Arce,
4703,GETA,2025-01-21T00:00:00,Artemisia,
4704,GETA,2025-01-21T00:00:00,Castaño,
4705,GETA,2025-01-21T00:00:00,Compuestas,
4706,GETA,2025-01-21T00:00:00,Corylus,
4707,GETA,2025-01-21T00:00:00,Cupresáceas/Taxáceas,
4708,GETA,2025-01-21T00:00:00,Ericaceae,
4709,GETA,2025-01-21T00:00:00,Eucalipto,
4710,GETA,2025-01-21T00:00:00,Fresno,
4711,GETA,2025-01-21T00:00:00,Gramíneas,
4712,GETA,2025-01-21T00:00:00,Moreras,
4713,GETA,2025-01-21T00:00:00,Olivo,
4714,GETA,2025-01-21T00:00:00,Olmos,
4715,GETA,2025-01-21T00:00:00,Otros,
4716,GETA,2025-01-21T00:00:00,Pinos,
4717,GETA,2025-01-21T00:00:00,Plantago,
4718,GETA,2025-01-21T00:00:00,Plátano de paseo,
4719,GETA,2025-01-21T00:00:00,PNI (Polen no identificado),
4720,GETA,2025-01-21T00:00:00,Populus,
4721,GETA,2025-01-21T00:00:00,Quenopodiáceas/Amarantáceas,
4722,GETA,2025-01-21T00:00:00,Quercus,
4723,GETA,2025-01-21T00:00:00,Rumex (Acederas),
4724,GETA,2025-01-21T00:00:00,Sauces,
4725,GETA,2025-01-21T00:00:00,Urticaceae (Ortigas),
4726,ROZA,2024-12-31T00:00:00,Abedul,
4727,ROZA,2024-12-31T00:00:00,Aligustre,
4728,ROZA,2024-12-31T00:00:00,Aliso,
4729,ROZA,2024-12-31T00:00:00,Arce,
4730,ROZA,2024-12-31T00:00:00,Artemisia,
4731,ROZA,2024-12-31T00:00:00,Castaño,
4732,ROZA,2024-12-31T00:00:00,Compuestas,
4733,ROZA,2024-12-31T00:00:00,Corylus,
4734,ROZA,2024-12-31T00:00:00,Cupresáceas/Taxáceas,
4735,ROZA,2024-12-31T00:00:00,Ericaceae,
4736,ROZA,2024-12-31T00:00:00,Eucalipto,
4737,ROZA,2024-12-31T00:00:00,Fresno,
4738,ROZA,2024-12-31T00:00:00,Gramíneas,
4739,ROZA,2024-12-31T00:00:00,Moreras,
4740,ROZA,2024-12-31T00:00:00,Olivo,
4741,ROZA,2024-12-31T00:00:00,Olmos,
4742,ROZA,2024-12-31T00:00:00,Otros,
4743,ROZA,2024-12-31T00:00:00,Pinos,
4744,ROZA,2024-12-31T00:00:00,Plantago,
4745,ROZA,2024-12-31T00:00:00,Plátano de paseo,
4746,ROZA,2024-12-31T00:00:00,PNI (Polen no identificado),
4747,ROZA,2024-12-31T00:00:00,Populus,
4748,ROZA,2024-12-31T00:00:00,Quenopodiáceas/Amarantáceas,
4749,ROZA,2024-12-31T00:00:00,Quercus,
4750,ROZA,2024-12-31T00:00:00,Rumex (Acederas),
4751,ROZA,2024-12-31T00:00:00,Sauces,
4752,ROZA,2024-12-31T00:00:00,Urticaceae (Ortigas),
4753,ROZA,2025-01-01T00:00:00,Abedul,
4754,ROZA,2025-01-01T00:00:00,Aligustre,
4755,ROZA,2025-01-01T00:00:00,Aliso,
4756,ROZA,2025-01-01T00:00:00,Arce,
4757,ROZA,2025-01-01T00:00:00,Artemisia,
4758,ROZA,2025-01-01T00:00:00,Castaño,
4759,ROZA,2025-01-01T00:00:00,Compuestas,
4760,ROZA,2025-01-01T00:00:00,Corylus,
4761,ROZA,2025-01-01T00:00:00,Cupresáceas/Taxáceas,
4762,ROZA,2025-01-01T00:00:00,Ericaceae,
4763,ROZA,2025-01-01T00:00:00,Eucalipto,
4764,ROZA,2025-01-01T00:00:00,Fresno,
4765,ROZA,2025-01-01T00:00:00,Gramíneas,
4766,ROZA,2025-01-01T00:00:00,Moreras,
4767,ROZA,2025-01-01T00:00:00,Olivo,
4768,ROZA,2025-01-01T00:00:00,Olmos,
4769,ROZA,2025-01-01T00:00:00,Otros,
4770,ROZA,2025-01-01T00:00:00,Pinos,
4771,ROZA,2025-01-01T00:00:00,Plantago,
4772,ROZA,2025-01-01T00:00:00,Plátano de paseo,
4773,ROZA,2025-01-01T00:00:00,PNI (Polen no identificado),
4774,ROZA,2025-01-01T00:00:00,Populus,
4775,ROZA,2025-01-01T00:00:00,Quenopodiáceas/Amarantáceas,
4776,ROZA,2025-01-01T00:00:00,Quercus,
4777,ROZA,2025-01-01T00:00:00,Rumex (Acederas),
4778,ROZA,2025-01-01T00:00:00,Sauces,
4779,ROZA,2025-01-01T00:00:00,Urticaceae (Ortigas),
4780,ROZA,2025-01-02T00:00:00,Abedul,
4781,ROZA,2025-01-02T00:00:00,Aligustre,
4782,ROZA,2025-01-02T00:00:00,Aliso,
4783,ROZA,2025-01-02T00:00:00,Arce,
4784,ROZA,2025-01-02T00:00:00,Artemisia,
4785,ROZA,2025-01-02T00:00:00,Castaño,
4786,ROZA,2025-01-02T00:00:00,Compuestas,
4787,ROZA,2025-01-02T00:00:00,Corylus,
4788,ROZA,2025-01-02T00:00:00,Cupresáceas/Taxáceas,
4789,ROZA,2025-01-02T00:00:00,Ericaceae,
4790,ROZA,2025-01-02T00:00:00,Eucalipto,
4791,ROZA,2025-01-02T00:00:00,Fresno,
4792,ROZA,2025-01-02T00:00:00,Gramíneas,
4793,ROZA,2025-01-02T00:00:00,Moreras,
4794,ROZA,2025-01-02T00:00:00,Olivo,
4795,ROZA,2025-01-02T00:00:00,Olmos,
4796,ROZA,2025-01-02T00:00:00,Otros,
4797,ROZA,2025-01-02T00:00:00,Pinos,
4798,ROZA,2025-01-02T00:00:00,Plantago,
4799,ROZA,2025-01-02T00:00:00,Plátano de paseo,
4800,ROZA,2025-01-02T00:00:00,PNI (Polen no identificado),
4801,ROZA,2025-01-02T00:00:00,Populus,
4802,ROZA,2025-01-02T00:00:00,Quenopodiáceas/Amarantáceas,
4803,ROZA,2025-01-02T00:00:00,Quercus,
4804,ROZA,2025-01-02T00:00:00,Rumex (Acederas),
4805,ROZA,2025-01-02T00:00:00,Sauces,
4806,ROZA,2025-01-02T00:00:00,Urticaceae (Ortigas),
4807,ROZA,2025-01-03T00:00:00,Abedul,
4808,ROZA,2025-01-03T00:00:00,Aligustre,
4809,ROZA,2025-01-03T00:00:00,Aliso,
4810,ROZA,2025-01-03T00:00:00,Arce,
4811,ROZA,2025-01-03T00:00:00,Artemisia,
4812,ROZA,2025-01-03T00:00:00,Castaño,
4813,ROZA,2025-01-03T00:00:00,Compuestas,
4814,ROZA,2025-01-03T00:00:00,Corylus,
4815,ROZA,2025-01-03T00:00:00,Cupresáceas/Taxáceas,
4816,ROZA,2025-01-03T00:00:00,Ericaceae,
4817,ROZA,2025-01-03T00:00:00,Eucalipto,
4818,ROZA,2025-01-03T00:00:00,Fresno,
4819,ROZA,2025-01-03T00:00:00,Gramíneas,
4820,ROZA,2025-01-03T00:00:00,Moreras,
4821,ROZA,2025-01-03T00:00:00,Olivo,
4822,ROZA,2025-01-03T00:00:00,Olmos,
4823,ROZA,2025-01-03T00:00:00,Otros,
4824,ROZA,2025-01-03T00:00:00,Pinos,
4825,ROZA,2025-01-03T00:00:00,Plantago,
4826,ROZA,2025-01-03T00:00:00,Plátano de paseo,
4827,ROZA,2025-01-03T00:00:00,PNI (Polen no identificado),
4828,ROZA,2025-01-03T00:00:00,Populus,
4829,ROZA,2025-01-03T00:00:00,Quenopodiáceas/Amarantáceas,
4830,ROZA,2025-01-03T00:00:00,Quercus,
4831,ROZA,2025-01-03T00:00:00,Rumex (Acederas),
4832,ROZA,2025-01-03T00:00:00,Sauces,
4833,ROZA,2025-01-03T00:00:00,Urticaceae (Ortigas),
4834,ROZA,2025-01-04T00:00:00,Abedul,
4835,ROZA,2025-01-04T00:00:00,Aligustre,
4836,ROZA,2025-01-04T00:00:00,Aliso,
4837,ROZA,2025-01-04T00:00:00,Arce,
4838,ROZA,2025-01-04T00:00:00,Artemisia,
4839,ROZA,2025-01-04T00:00:00,Castaño,
4840,ROZA,2025-01-04T00:00:00,Compuestas,
4841,ROZA,2025-01-04T00:00:00,Corylus,
4842,ROZA,2025-01-04T00:00:00,Cupresáceas/Taxáceas,
4843,ROZA,2025-01-04T00:00:00,Ericaceae,
4844,ROZA,2025-01-04T00:00:00,Eucalipto,
4845,ROZA,2025-01-04T00:00:00,Fresno,
4846,ROZA,2025-01-04T00:00:00,Gramíneas,
4847,ROZA,2025-01-04T00:00:00,Moreras,
4848,ROZA,2025-01-04T00:00:00,Olivo,
4849,ROZA,2025-01-04T00:00:00,Olmos,
4850,ROZA,2025-01-04T00:00:00,Otros,
4851,ROZA,2025-01-04T00:00:00,Pinos,
4852,ROZA,2025-01-04T00:00:00,Plantago,
4853,ROZA,2025-01-04T00:00:00,Plátano de paseo,
4854,ROZA,2025-01-04T00:00:00,PNI (Polen no identificado),
4855,ROZA,2025-01-04T00:00:00,Populus,
4856,ROZA,2025-01-04T00:00:00,Quenopodiáceas/Amarantáceas,
4857,ROZA,2025-01-04T00:00:00,Quercus,
4858,ROZA,2025-01-04T00:00:00,Rumex (Acederas),
4859,ROZA,2025-01-04T00:00:00,Sauces,
4860,ROZA,2025-01-04T00:00:00,Urticaceae (Ortigas),
4861,ROZA,2025-01-05T00:00:00,Abedul,
4862,ROZA,2025-01-05T00:00:00,Aligustre,
4863,ROZA,2025-01-05T00:00:00,Aliso,
4864,ROZA,2025-01-05T00:00:00,Arce,
4865,ROZA,2025-01-05T00:00:00,Artemisia,
4866,ROZA,2025-01-05T00:00:00,Castaño,
4867,ROZA,2025-01-05T00:00:00,Compuestas,
4868,ROZA,2025-01-05T00:00:00,Corylus,
4869,ROZA,2025-01-05T00:00:00,Cupresáceas/Taxáceas,
4870,ROZA,2025-01-05T00:00:00,Ericaceae,
4871,ROZA,2025-01-05T00:00:00,Eucalipto,
4872,ROZA,2025-01-05T00:00:00,Fresno,
4873,ROZA,2025-01-05T00:00:00,Gramíneas,
4874,ROZA,2025-01-05T00:00:00,Moreras,
4875,ROZA,2025-01-05T00:00:00,Olivo,
4876,ROZA,2025-01-05T00:00:00,Olmos,
4877,ROZA,2025-01-05T00:00:00,Otros,
4878,ROZA,2025-01-05T00:00:00,Pinos,
4879,ROZA,2025-01-05T00:00:00,Plantago,
4880,ROZA,2025-01-05T00:00:00,Plátano de paseo,
4881,ROZA,2025-01-05T00:00:00,PNI (Polen no identificado),
4882,ROZA,2025-01-05T00:00:00,Populus,
4883,ROZA,2025-01-05T00:00:00,Quenopodiáceas/Amarantáceas,
4884,ROZA,2025-01-05T00:00:00,Quercus,
4885,ROZA,2025-01-05T00:00:00,Rumex (Acederas),
4886,ROZA,2025-01-05T00:00:00,Sauces,
4887,ROZA,2025-01-05T00:00:00,Urticaceae (Ortigas),
4888,ROZA,2025-01-06T00:00:00,Abedul,
4889,ROZA,2025-01-06T00:00:00,Aligustre,
4890,ROZA,2025-01-06T00:00:00,Aliso,
4891,ROZA,2025-01-06T00:00:00,Arce,
4892,ROZA,2025-01-06T00:00:00,Artemisia,
4893,ROZA,2025-01-06T00:00:00,Castaño,
4894,ROZA,2025-01-06T00:00:00,Compuestas,
4895,ROZA,2025-01-06T00:00:00,Corylus,
4896,ROZA,2025-01-06T00:00:00,Cupresáceas/Taxáceas,
4897,ROZA,2025-01-06T00:00:00,Ericaceae,
4898,ROZA,2025-01-06T00:00:00,Eucalipto,
4899,ROZA,2025-01-06T00:00:00,Fresno,
4900,ROZA,2025-01-06T00:00:00,Gramíneas,
4901,ROZA,2025-01-06T00:00:00,Moreras,
4902,ROZA,2025-01-06T00:00:00,Olivo,
4903,ROZA,2025-01-06T00:00:00,Olmos,
4904,ROZA,2025-01-06T00:00:00,Otros,
4905,ROZA,2025-01-06T00:00:00,Pinos,
4906,ROZA,2025-01-06T00:00:00,Plantago,
4907,ROZA,2025-01-06T00:00:00,Plátano de paseo,
4908,ROZA,2025-01-06T00:00:00,PNI (Polen no identificado),
4909,ROZA,2025-01-06T00:00:00,Populus,
4910,ROZA,2025-01-06T00:00:00,Quenopodiáceas/Amarantáceas,
4911,ROZA,2025-01-06T00:00:00,Quercus,
4912,ROZA,2025-01-06T00:00:00,Rumex (Acederas),
4913,ROZA,2025-01-06T00:00:00,Sauces,
4914,ROZA,2025-01-06T00:00:00,Urticaceae (Ortigas),
4915,ROZA,2025-01-07T00:00:00,Abedul,
4916,ROZA,2025-01-07T00:00:00,Aligustre,
4917,ROZA,2025-01-07T00:00:00,Aliso,
4918,ROZA,2025-01-07T00:00:00,Arce,
4919,ROZA,2025-01-07T00:00:00,Artemisia,
4920,ROZA,2025-01-07T00:00:00,Castaño,
4921,ROZA,2025-01-07T00:00:00,Compuestas,
4922,ROZA,2025-01-07T00:00:00,Corylus,
4923,ROZA,2025-01-07T00:00:00,Cupresáceas/Taxáceas,
4924,ROZA,2025-01-07T00:00:00,Ericaceae,
4925,ROZA,2025-01-07T00:00:00,Eucalipto,
4926,ROZA,2025-01-07T00:00:00,Fresno,
4927,ROZA,2025-01-07T00:00:00,Gramíneas,
4928,ROZA,2025-01-07T00:00:00,Moreras,
4929,ROZA,2025-01-07T00:00:00,Olivo,
4930,ROZA,2025-01-07T00:00:00,Olmos,
4931,ROZA,2025-01-07T00:00:00,Otros,
4932,ROZA,2025-01-07T00:00:00,Pinos,
4933,ROZA,2025-01-07T00:00:00,Plantago,
4934,ROZA,2025-01-07T00:00:00,Plátano de paseo,
4935,ROZA,2025-01-07T00:00:00,PNI (Polen no identificado),
4936,ROZA,2025-01-07T00:00:00,Populus,
4937,ROZA,2025-01-07T00:00:00,Quenopodiáceas/Amarantáceas,
4938,ROZA,2025-01-07T00:00:00,Quercus,
4939,ROZA,2025-01-07T00:00:00,Rumex (Acederas),
4940,ROZA,2025-01-07T00:00:00,Sauces,
4941,ROZA,2025-01-07T00:00:00,Urticaceae (Ortigas),
4942,ROZA,2025-01-08T00:00:00,Abedul,
4943,ROZA,2025-01-08T00:00:00,Aligustre,
4944,ROZA,2025-01-08T00:00:00,Aliso,
4945,ROZA,2025-01-08T00:00:00,Arce,
4946,ROZA,2025-01-08T00:00:00,Artemisia,
4947,ROZA,2025-01-08T00:00:00,Castaño,
4948,ROZA,2025-01-08T00:00:00,Compuestas,
4949,ROZA,2025-01-08T00:00:00,Corylus,
4950,ROZA,2025-01-08T00:00:00,Cupresáceas/Taxáceas,
4951,ROZA,2025-01-08T00:00:00,Ericaceae,
4952,ROZA,2025-01-08T00:00:00,Eucalipto,
4953,ROZA,2025-01-08T00:00:00,Fresno,
4954,ROZA,2025-01-08T00:00:00,Gramíneas,
4955,ROZA,2025-01-08T00:00:00,Moreras,
4956,ROZA,2025-01-08T00:00:00,Olivo,
4957,ROZA,2025-01-08T00:00:00,Olmos,
4958,ROZA,2025-01-08T00:00:00,Otros,
4959,ROZA,2025-01-08T00:00:00,Pinos,
4960,ROZA,2025-01-08T00:00:00,Plantago,
4961,ROZA,2025-01-08T00:00:00,Plátano de paseo,
4962,ROZA,2025-01-08T00:00:00,PNI (Polen no identificado),
4963,ROZA,2025-01-08T00:00:00,Populus,
4964,ROZA,2025-01-08T00:00:00,Quenopodiáceas/Amarantáceas,
4965,ROZA,2025-01-08T00:00:00,Quercus,
4966,ROZA,2025-01-08T00:00:00,Rumex (Acederas),
4967,ROZA,2025-01-08T00:00:00,Sauces,
4968,ROZA,2025-01-08T00:00:00,Urticaceae (Ortigas),
4969,ROZA,2025-01-09T00:00:00,Abedul,
4970,ROZA,2025-01-09T00:00:00,Aligustre,
4971,ROZA,2025-01-09T00:00:00,Aliso,
4972,ROZA,2025-01-09T00:00:00,Arce,
4973,ROZA,2025-01-09T00:00:00,Artemisia,
4974,ROZA,2025-01-09T00:00:00,Castaño,
4975,ROZA,2025-01-09T00:00:00,Compuestas,
4976,ROZA,2025-01-09T00:00:00,Corylus,
4977,ROZA,2025-01-09T00:00:00,Cupresáceas/Taxáceas,
4978,ROZA,2025-01-09T00:00:00,Ericaceae,
4979,ROZA,2025-01-09T00:00:00,Eucalipto,
4980,ROZA,2025-01-09T00:00:00,Fresno,
4981,ROZA,2025-01-09T00:00:00,Gramíneas,
4982,ROZA,2025-01-09T00:00:00,Moreras,
4983,ROZA,2025-01-09T00:00:00,Olivo,
4984,ROZA,2025-01-09T00:00:00,Olmos,
4985,ROZA,2025-01-09T00:00:00,Otros,
4986,ROZA,2025-01-09T00:00:00,Pinos,
4987,ROZA,2025-01-09T00:00:00,Plantago,
4988,ROZA,2025-01-09T00:00:00,Plátano de paseo,
4989,ROZA,2025-01-09T00:00:00,PNI (Polen no identificado),
4990,ROZA,2025-01-09T00:00:00,Populus,
4991,ROZA,2025-01-09T00:00:00,Quenopodiáceas/Amarantáceas,
4992,ROZA,2025-01-09T00:00:00,Quercus,
4993,ROZA,2025-01-09T00:00:00,Rumex (Acederas),
4994,ROZA,2025-01-09T00:00:00,Sauces,
4995,ROZA,2025-01-09T00:00:00,Urticaceae (Ortigas),
4996,ROZA,2025-01-10T00:00:00,Abedul,
4997,ROZA,2025-01-10T00:00:00,Aligustre,
4998,ROZA,2025-01-10T00:00:00,Aliso,
4999,ROZA,2025-01-10T00:00:00,Arce,
5000,ROZA,2025-01-10T00:00:00,Artemisia,
5001,ROZA,2025-01-10T00:00:00,Castaño,
5002,ROZA,2025-01-10T00:00:00,Compuestas,
5003,ROZA,2025-01-10T00:00:00,Corylus,
5004,ROZA,2025-01-10T00:00:00,Cupresáceas/Taxáceas,
5005,ROZA,2025-01-10T00:00:00,Ericaceae,
5006,ROZA,2025-01-10T00:00:00,Eucalipto,
5007,ROZA,2025-01-10T00:00:00,Fresno,
5008,ROZA,2025-01-10T00:00:00,Gramíneas,
5009,ROZA,2025-01-10T00:00:00,Moreras,
5010,ROZA,2025-01-10T00:00:00,Olivo,
5011,ROZA,2025-01-10T00:00:00,Olmos,
5012,ROZA,2025-01-10T00:00:00,Otros,
5013,ROZA,2025-01-10T00:00:00,Pinos,
5014,ROZA,2025-01-10T00:00:00,Plantago,
5015,ROZA,2025-01-10T00:00:00,Plátano de paseo,
5016,ROZA,2025-01-10T00:00:00,PNI (Polen no identificado),
5017,ROZA,2025-01-10T00:00:00,Populus,
5018,ROZA,2025-01-10T00:00:00,Quenopodiáceas/Amarantáceas,
5019,ROZA,2025-01-10T00:00:00,Quercus,
5020,ROZA,2025-01-10T00:00:00,Rumex (Acederas),
5021,ROZA,2025-01-10T00:00:00,Sauces,
5022,ROZA,2025-01-10T00:00:00,Urticaceae (Ortigas),
5023,ROZA,2025-01-11T00:00:00,Abedul,
5024,ROZA,2025-01-11T00:00:00,Aligustre,
5025,ROZA,2025-01-11T00:00:00,Aliso,
5026,ROZA,2025-01-11T00:00:00,Arce,
5027,ROZA,2025-01-11T00:00:00,Artemisia,
5028,ROZA,2025-01-11T00:00:00,Castaño,
5029,ROZA,2025-01-11T00:00:00,Compuestas,
5030,ROZA,2025-01-11T00:00:00,Corylus,
5031,ROZA,2025-01-11T00:00:00,Cupresáceas/Taxáceas,
5032,ROZA,2025-01-11T00:00:00,Ericaceae,
5033,ROZA,2025-01-11T00:00:00,Eucalipto,
5034,ROZA,2025-01-11T00:00:00,Fresno,
5035,ROZA,2025-01-11T00:00:00,Gramíneas,
5036,ROZA,2025-01-11T00:00:00,Moreras,
5037,ROZA,2025-01-11T00:00:00,Olivo,
5038,ROZA,2025-01-11T00:00:00,Olmos,
5039,ROZA,2025-01-11T00:00:00,Otros,
5040,ROZA,2025-01-11T00:00:00,Pinos,
5041,ROZA,2025-01-11T00:00:00,Plantago,
5042,ROZA,2025-01-11T00:00:00,Plátano de paseo,
5043,ROZA,2025-01-11T00:00:00,PNI (Polen no identificado),
5044,ROZA,2025-01-11T00:00:00,Populus,
5045,ROZA,2025-01-11T00:00:00,Quenopodiáceas/Amarantáceas,
5046,ROZA,2025-01-11T00:00:00,Quercus,
5047,ROZA,2025-01-11T00:00:00,Rumex (Acederas),
5048,ROZA,2025-01-11T00:00:00,Sauces,
5049,ROZA,2025-01-11T00:00:00,Urticaceae (Ortigas),
5050,ROZA,2025-01-12T00:00:00,Abedul,
5051,ROZA,2025-01-12T00:00:00,Aligustre,
5052,ROZA,2025-01-12T00:00:00,Aliso,
5053,ROZA,2025-01-12T00:00:00,Arce,
5054,ROZA,2025-01-12T00:00:00,Artemisia,
5055,ROZA,2025-01-12T00:00:00,Castaño,
5056,ROZA,2025-01-12T00:00:00,Compuestas,
5057,ROZA,2025-01-12T00:00:00,Corylus,
5058,ROZA,2025-01-12T00:00:00,Cupresáceas/Taxáceas,
5059,ROZA,2025-01-12T00:00:00,Ericaceae,
5060,ROZA,2025-01-12T00:00:00,Eucalipto,
5061,ROZA,2025-01-12T00:00:00,Fresno,
5062,ROZA,2025-01-12T00:00:00,Gramíneas,
5063,ROZA,2025-01-12T00:00:00,Moreras,
5064,ROZA,2025-01-12T00:00:00,Olivo,
5065,ROZA,2025-01-12T00:00:00,Olmos,
5066,ROZA,2025-01-12T00:00:00,Otros,
5067,ROZA,2025-01-12T00:00:00,Pinos,
5068,ROZA,2025-01-12T00:00:00,Plantago,
5069,ROZA,2025-01-12T00:00:00,Plátano de paseo,
5070,ROZA,2025-01-12T00:00:00,PNI (Polen no identificado),
5071,ROZA,2025-01-12T00:00:00,Populus,
5072,ROZA,2025-01-12T00:00:00,Quenopodiáceas/Amarantáceas,
5073,ROZA,2025-01-12T00:00:00,Quercus,
5074,ROZA,2025-01-12T00:00:00,Rumex (Acederas),
5075,ROZA,2025-01-12T00:00:00,Sauces,
5076,ROZA,2025-01-12T00:00:00,Urticaceae (Ortigas),
5077,ROZA,2025-01-13T00:00:00,Abedul,
5078,ROZA,2025-01-13T00:00:00,Aligustre,
5079,ROZA,2025-01-13T00:00:00,Aliso,
5080,ROZA,2025-01-13T00:00:00,Arce,
5081,ROZA,2025-01-13T00:00:00,Artemisia,
5082,ROZA,2025-01-13T00:00:00,Castaño,
5083,ROZA,2025-01-13T00:00:00,Compuestas,
5084,ROZA,2025-01-13T00:00:00,Corylus,
5085,ROZA,2025-01-13T00:00:00,Cupresáceas/Taxáceas,
5086,ROZA,2025-01-13T00:00:00,Ericaceae,
5087,ROZA,2025-01-13T00:00:00,Eucalipto,
5088,ROZA,2025-01-13T00:00:00,Fresno,
5089,ROZA,2025-01-13T00:00:00,Gramíneas,
5090,ROZA,2025-01-13T00:00:00,Moreras,
5091,ROZA,2025-01-13T00:00:00,Olivo,
5092,ROZA,2025-01-13T00:00:00,Olmos,
5093,ROZA,2025-01-13T00:00:00,Otros,
5094,ROZA,2025-01-13T00:00:00,Pinos,
5095,ROZA,2025-01-13T00:00:00,Plantago,
5096,ROZA,2025-01-13T00:00:00,Plátano de paseo,
5097,ROZA,2025-01-13T00:00:00,PNI (Polen no identificado),
5098,ROZA,2025-01-13T00:00:00,Populus,
5099,ROZA,2025-01-13T00:00:00,Quenopodiáceas/Amarantáceas,
5100,ROZA,2025-01-13T00:00:00,Quercus,
5101,ROZA,2025-01-13T00:00:00,Rumex (Acederas),
5102,ROZA,2025-01-13T00:00:00,Sauces,
5103,ROZA,2025-01-13T00:00:00,Urticaceae (Ortigas),
5104,ROZA,2025-01-14T00:00:00,Abedul,
5105,ROZA,2025-01-14T00:00:00,Aligustre,
5106,ROZA,2025-01-14T00:00:00,Aliso,
5107,ROZA,2025-01-14T00:00:00,Arce,
5108,ROZA,2025-01-14T00:00:00,Artemisia,
5109,ROZA,2025-01-14T00:00:00,Castaño,
5110,ROZA,2025-01-14T00:00:00,Compuestas,
5111,ROZA,2025-01-14T00:00:00,Corylus,
5112,ROZA,2025-01-14T00:00:00,Cupresáceas/Taxáceas,
5113,ROZA,2025-01-14T00:00:00,Ericaceae,
5114,ROZA,2025-01-14T00:00:00,Eucalipto,
5115,ROZA,2025-01-14T00:00:00,Fresno,
5116,ROZA,2025-01-14T00:00:00,Gramíneas,
5117,ROZA,2025-01-14T00:00:00,Moreras,
5118,ROZA,2025-01-14T00:00:00,Olivo,
5119,ROZA,2025-01-14T00:00:00,Olmos,
5120,ROZA,2025-01-14T00:00:00,Otros,
5121,ROZA,2025-01-14T00:00:00,Pinos,
5122,ROZA,2025-01-14T00:00:00,Plantago,
5123,ROZA,2025-01-14T00:00:00,Plátano de paseo,
5124,ROZA,2025-01-14T00:00:00,PNI (Polen no identificado),
5125,ROZA,2025-01-14T00:00:00,Populus,
5126,ROZA,2025-01-14T00:00:00,Quenopodiáceas/Amarantáceas,
5127,ROZA,2025-01-14T00:00:00,Quercus,
5128,ROZA,2025-01-14T00:00:00,Rumex (Acederas),
5129,ROZA,2025-01-14T00:00:00,Sauces,
5130,ROZA,2025-01-14T00:00:00,Urticaceae (Ortigas),
5131,ROZA,2025-01-15T00:00:00,Abedul,
5132,ROZA,2025-01-15T00:00:00,Aligustre,
5133,ROZA,2025-01-15T00:00:00,Aliso,
5134,ROZA,2025-01-15T00:00:00,Arce,
5135,ROZA,2025-01-15T00:00:00,Artemisia,
5136,ROZA,2025-01-15T00:00:00,Castaño,
5137,ROZA,2025-01-15T00:00:00,Compuestas,
5138,ROZA,2025-01-15T00:00:00,Corylus,
5139,ROZA,2025-01-15T00:00:00,Cupresáceas/Taxáceas,
5140,ROZA,2025-01-15T00:00:00,Ericaceae,
5141,ROZA,2025-01-15T00:00:00,Eucalipto,
5142,ROZA,2025-01-15T00:00:00,Fresno,
5143,ROZA,2025-01-15T00:00:00,Gramíneas,
5144,ROZA,2025-01-15T00:00:00,Moreras,
5145,ROZA,2025-01-15T00:00:00,Olivo,
5146,ROZA,2025-01-15T00:00:00,Olmos,
5147,ROZA,2025-01-15T00:00:00,Otros,
5148,ROZA,2025-01-15T00:00:00,Pinos,
5149,ROZA,2025-01-15T00:00:00,Plantago,
5150,ROZA,2025-01-15T00:00:00,Plátano de paseo,
5151,ROZA,2025-01-15T00:00:00,PNI (Polen no identificado),
5152,ROZA,2025-01-15T00:00:00,Populus,
5153,ROZA,2025-01-15T00:00:00,Quenopodiáceas/Amarantáceas,
5154,ROZA,2025-01-15T00:00:00,Quercus,
5155,ROZA,2025-01-15T00:00:00,Rumex (Acederas),
5156,ROZA,2025-01-15T00:00:00,Sauces,
5157,ROZA,2025-01-15T00:00:00,Urticaceae (Ortigas),
5158,ROZA,2025-01-16T00:00:00,Abedul,
5159,ROZA,2025-01-16T00:00:00,Aligustre,
5160,ROZA,2025-01-16T00:00:00,Aliso,
5161,ROZA,2025-01-16T00:00:00,Arce,
5162,ROZA,2025-01-16T00:00:00,Artemisia,
5163,ROZA,2025-01-16T00:00:00,Castaño,
5164,ROZA,2025-01-16T00:00:00,Compuestas,
5165,ROZA,2025-01-16T00:00:00,Corylus,
5166,ROZA,2025-01-16T00:00:00,Cupresáceas/Taxáceas,
5167,ROZA,2025-01-16T00:00:00,Ericaceae,
5168,ROZA,2025-01-16T00:00:00,Eucalipto,
5169,ROZA,2025-01-16T00:00:00,Fresno,
5170,ROZA,2025-01-16T00:00:00,Gramíneas,
5171,ROZA,2025-01-16T00:00:00,Moreras,
5172,ROZA,2025-01-16T00:00:00,Olivo,
5173,ROZA,2025-01-16T00:00:00,Olmos,
5174,ROZA,2025-01-16T00:00:00,Otros,
5175,ROZA,2025-01-16T00:00:00,Pinos,
5176,ROZA,2025-01-16T00:00:00,Plantago,
5177,ROZA,2025-01-16T00:00:00,Plátano de paseo,
5178,ROZA,2025-01-16T00:00:00,PNI (Polen no identificado),
5179,ROZA,2025-01-16T00:00:00,Populus,
